"CHECK_ID","BL_ID","CHECK_TIMESTAMP","COMPLIANT","VIOLATIONS","RISK_SCORE","RULES_CHECKED"
688,8616,"2026-08-18 17:12:08.077",true,"[]",0,3
689,4666,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
690,3742,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
691,6823,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
692,9788,"2026-08-18 17:12:08.077",true,"[]",0,3
693,789,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
694,8446,"2026-08-18 17:12:08.077",true,"[]",0,3
695,8041,"2026-08-18 17:12:08.077",true,"[]",0,3
696,6217,"2026-08-18 17:12:08.077",true,"[]",0,3
697,6798,"2026-08-18 17:12:08.077",true,"[]",0,3
698,1651,"2026-08-18 17:12:08.077",true,"[]",0,3
699,4091,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
700,714,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
701,3137,"2026-08-18 17:12:08.077",true,"[]",0,3
702,1476,"2026-08-18 17:12:08.077",true,"[]",0,3
703,5908,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
704,5863,"2026-08-18 17:12:08.077",true,"[]",0,3
705,901,"2026-08-18 17:12:08.077",true,"[]",0,3
706,8333,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
707,2995,"2026-08-18 17:12:08.077",true,"[]",0,3
708,4852,"2026-08-18 17:12:08.077",true,"[]",0,3
709,2872,"2026-08-18 17:12:08.077",true,"[]",0,3
710,2439,"2026-08-18 17:12:08.077",true,"[]",0,3
711,354,"2026-08-18 17:12:08.077",true,"[]",0,3
712,1545,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
713,8880,"2026-08-18 17:12:08.077",true,"[]",0,3
714,5231,"2026-08-18 17:12:08.077",true,"[]",0,3
715,4816,"2026-08-18 17:12:08.077",true,"[]",0,3
716,2394,"2026-08-18 17:12:08.077",true,"[]",0,3
717,3093,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
718,1166,"2026-08-18 17:12:08.077",true,"[]",0,3
719,5674,"2026-08-18 17:12:08.077",true,"[]",0,3
720,8120,"2026-08-18 17:12:08.077",true,"[]",0,3
721,8622,"2026-08-18 17:12:08.077",true,"[]",0,3
722,1634,"2026-08-18 17:12:08.077",true,"[]",0,3
723,462,"2026-08-18 17:12:08.077",true,"[]",0,3
724,9439,"2026-08-18 17:12:08.077",true,"[]",0,3
725,1086,"2026-08-18 17:12:08.077",true,"[]",0,3
726,8464,"2026-08-18 17:12:08.077",true,"[]",0,3
727,1982,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
728,4524,"2026-08-18 17:12:08.077",true,"[]",0,3
729,880,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
730,3502,"2026-08-18 17:12:08.077",true,"[]",0,3
731,8204,"2026-08-18 17:12:08.077",true,"[]",0,3
732,7819,"2026-08-18 17:12:08.077",true,"[]",0,3
733,2356,"2026-08-18 17:12:08.077",true,"[]",0,3
734,232,"2026-08-18 17:12:08.077",true,"[]",0,3
735,3011,"2026-08-18 17:12:08.077",true,"[]",0,3
736,4593,"2026-08-18 17:12:08.077",true,"[]",0,3
737,9714,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
738,1622,"2026-08-18 17:12:08.077",true,"[]",0,3
739,1556,"2026-08-18 17:12:08.077",true,"[]",0,3
740,1690,"2026-08-18 17:12:08.077",true,"[]",0,3
741,2167,"2026-08-18 17:12:08.077",true,"[]",0,3
742,418,"2026-08-18 17:12:08.077",true,"[]",0,3
743,3864,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
744,2795,"2026-08-18 17:12:08.077",true,"[]",0,3
745,7241,"2026-08-18 17:12:08.077",true,"[]",0,3
746,5996,"2026-08-18 17:12:08.077",true,"[]",0,3
747,8367,"2026-08-18 17:12:08.077",true,"[]",0,3
748,9961,"2026-08-18 17:12:08.077",true,"[]",0,3
749,3036,"2026-08-18 17:12:08.077",true,"[]",0,3
750,1868,"2026-08-18 17:12:08.077",true,"[]",0,3
751,6794,"2026-08-18 17:12:08.077",true,"[]",0,3
752,1023,"2026-08-18 17:12:08.077",true,"[]",0,3
753,7899,"2026-08-18 17:12:08.077",true,"[]",0,3
754,2815,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
755,4694,"2026-08-18 17:12:08.077",true,"[]",0,3
800,3718,"2026-08-18 17:12:08.077",true,"[]",0,3
801,9711,"2026-08-18 17:12:08.077",true,"[]",0,3
802,5519,"2026-08-18 17:12:08.077",true,"[]",0,3
803,5581,"2026-08-18 17:12:08.077",true,"[]",0,3
804,5009,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
805,5219,"2026-08-18 17:12:08.077",true,"[]",0,3
806,7798,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
807,5486,"2026-08-18 17:12:08.077",true,"[]",0,3
808,5722,"2026-08-18 17:12:08.077",true,"[]",0,3
809,1552,"2026-08-18 17:12:08.077",true,"[]",0,3
810,6327,"2026-08-18 17:12:08.077",true,"[]",0,3
811,7575,"2026-08-18 17:12:08.077",true,"[]",0,3
812,9011,"2026-08-18 17:12:08.077",true,"[]",0,3
813,3750,"2026-08-18 17:12:08.077",true,"[]",0,3
814,8609,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
815,9524,"2026-08-18 17:12:08.077",true,"[]",0,3
816,5224,"2026-08-18 17:12:08.077",true,"[]",0,3
817,8400,"2026-08-18 17:12:08.077",true,"[]",0,3
818,4819,"2026-08-18 17:12:08.077",true,"[]",0,3
819,8770,"2026-08-18 17:12:08.077",true,"[]",0,3
820,5972,"2026-08-18 17:12:08.077",true,"[]",0,3
821,4468,"2026-08-18 17:12:08.077",true,"[]",0,3
822,5286,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE"",""DANGEROUS_GOODS""]",50,3
823,438,"2026-08-18 17:12:08.077",true,"[]",0,3
824,6281,"2026-08-18 17:12:08.077",true,"[]",0,3
825,8856,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
826,3851,"2026-08-18 17:12:08.077",true,"[]",0,3
827,9705,"2026-08-18 17:12:08.077",true,"[]",0,3
828,2828,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
829,2479,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
830,1702,"2026-08-18 17:12:08.077",true,"[]",0,3
831,4090,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
832,8822,"2026-08-18 17:12:08.077",true,"[]",0,3
833,2823,"2026-08-18 17:12:08.077",true,"[]",0,3
834,9113,"2026-08-18 17:12:08.077",true,"[]",0,3
835,4497,"2026-08-18 17:12:08.077",true,"[]",0,3
836,5195,"2026-08-18 17:12:08.077",true,"[]",0,3
837,2466,"2026-08-18 17:12:08.077",true,"[]",0,3
838,3899,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
839,8863,"2026-08-18 17:12:08.077",true,"[]",0,3
840,4114,"2026-08-18 17:12:08.077",true,"[]",0,3
841,5661,"2026-08-18 17:12:08.077",true,"[]",0,3
842,3696,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
843,7759,"2026-08-18 17:12:08.077",true,"[]",0,3
844,7297,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
845,8774,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
846,7153,"2026-08-18 17:12:08.077",true,"[]",0,3
847,3709,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
848,9473,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
849,183,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
850,4242,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
851,884,"2026-08-18 17:12:08.077",true,"[]",0,3
852,4907,"2026-08-18 17:12:08.077",true,"[]",0,3
853,1395,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
854,8285,"2026-08-18 17:12:08.077",true,"[]",0,3
855,4632,"2026-08-18 17:12:08.077",true,"[]",0,3
856,4993,"2026-08-18 17:12:08.077",true,"[]",0,3
857,3004,"2026-08-18 17:12:08.077",true,"[]",0,3
858,7550,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
859,5466,"2026-08-18 17:12:08.077",true,"[]",0,3
860,5731,"2026-08-18 17:12:08.077",true,"[]",0,3
861,2760,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
862,6973,"2026-08-18 17:12:08.077",true,"[]",0,3
863,860,"2026-08-18 17:12:08.077",true,"[]",0,3
864,396,"2026-08-18 17:12:08.077",true,"[]",0,3
865,159,"2026-08-18 17:12:08.077",true,"[]",0,3
866,9109,"2026-08-18 17:12:08.077",true,"[]",0,3
867,2277,"2026-08-18 17:12:08.077",true,"[]",0,3
868,3821,"2026-08-18 17:12:08.077",true,"[]",0,3
869,4740,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
870,6557,"2026-08-18 17:12:08.077",true,"[""DANGEROUS_GOODS""]",20,3
871,570,"2026-08-18 17:12:08.077",true,"[]",0,3
872,6539,"2026-08-18 17:12:08.077",true,"[]",0,3
873,2841,"2026-08-18 17:12:08.077",true,"[]",0,3
874,1043,"2026-08-18 17:12:08.077",true,"[]",0,3
875,4209,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
876,864,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
877,6634,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
878,5827,"2026-08-18 17:12:08.077",true,"[]",0,3
879,5668,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
880,1159,"2026-08-18 17:12:08.077",true,"[]",0,3
881,3692,"2026-08-18 17:12:08.077",true,"[]",0,3
882,8418,"2026-08-18 17:12:08.077",true,"[]",0,3
883,432,"2026-08-18 17:12:08.077",true,"[]",0,3
884,6767,"2026-08-18 17:12:08.077",true,"[]",0,3
885,8706,"2026-08-18 17:12:08.077",true,"[]",0,3
886,6925,"2026-08-18 17:12:08.077",true,"[]",0,3
887,2148,"2026-08-18 17:12:08.077",true,"[]",0,3
888,3061,"2026-08-18 17:12:08.077",true,"[]",0,3
889,2370,"2026-08-18 17:12:08.077",true,"[]",0,3
890,7942,"2026-08-18 17:12:08.077",true,"[]",0,3
891,8701,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
892,4340,"2026-08-18 17:12:08.077",true,"[]",0,3
893,8054,"2026-08-18 17:12:08.077",true,"[]",0,3
894,9921,"2026-08-18 17:12:08.077",true,"[]",0,3
895,7477,"2026-08-18 17:12:08.077",true,"[]",0,3
896,6386,"2026-08-18 17:12:08.077",true,"[]",0,3
897,3366,"2026-08-18 17:12:08.077",true,"[]",0,3
898,5758,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
899,6724,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
900,5871,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
901,8885,"2026-08-18 17:12:08.077",true,"[]",0,3
902,4211,"2026-08-18 17:12:08.077",true,"[]",0,3
903,8082,"2026-08-18 17:12:08.077",true,"[]",0,3
904,862,"2026-08-18 17:12:08.077",true,"[]",0,3
905,8986,"2026-08-18 17:12:08.077",true,"[]",0,3
906,7400,"2026-08-18 17:12:08.077",true,"[]",0,3
907,8944,"2026-08-18 17:12:08.077",true,"[]",0,3
908,8524,"2026-08-18 17:12:08.077",true,"[]",0,3
909,2083,"2026-08-18 17:12:08.077",true,"[]",0,3
910,3510,"2026-08-18 17:12:08.077",true,"[]",0,3
911,6656,"2026-08-18 17:12:08.077",true,"[]",0,3
912,1846,"2026-08-18 17:12:08.077",true,"[]",0,3
913,9030,"2026-08-18 17:12:08.077",true,"[]",0,3
914,841,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
915,9199,"2026-08-18 17:12:08.077",true,"[]",0,3
916,6078,"2026-08-18 17:12:08.077",true,"[]",0,3
917,2625,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
918,9286,"2026-08-18 17:12:08.077",true,"[]",0,3
919,5414,"2026-08-18 17:12:08.077",true,"[]",0,3
920,7852,"2026-08-18 17:12:08.077",true,"[]",0,3
921,5504,"2026-08-18 17:12:08.077",true,"[]",0,3
922,2249,"2026-08-18 17:12:08.077",true,"[]",0,3
923,3224,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
924,3423,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
925,1207,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
926,5428,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
927,1535,"2026-08-18 17:12:08.077",true,"[]",0,3
928,5437,"2026-08-18 17:12:08.077",true,"[]",0,3
929,6457,"2026-08-18 17:12:08.077",true,"[]",0,3
930,8812,"2026-08-18 17:12:08.077",true,"[]",0,3
931,9941,"2026-08-18 17:12:08.077",true,"[]",0,3
932,779,"2026-08-18 17:12:08.077",true,"[]",0,3
933,8855,"2026-08-18 17:12:08.077",true,"[]",0,3
934,9860,"2026-08-18 17:12:08.077",true,"[]",0,3
935,5439,"2026-08-18 17:12:08.077",true,"[]",0,3
936,7881,"2026-08-18 17:12:08.077",true,"[]",0,3
937,6897,"2026-08-18 17:12:08.077",true,"[]",0,3
938,4561,"2026-08-18 17:12:08.077",false,"[""RESTRICTED_HS_CODE""]",30,3
939,2834,"2026-08-18 17:12:08.077",true,"[]",0,3
